"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL1269773"	""	"None"	"663.18"	"2"	"9.55"	"7e"	"Cc1c(C(=O)NCCCCCCCCCNCCCCCCCCCN)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Ki"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"11.84"	"0.24"	"-1.70"	"9.24"	"0"	"CHEMBL1275184"	"Displacement of [3H]CP55940 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268814"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL111"	"RIMONABANT"	"4.0"	"463.80"	"1"	"5.94"	"1, SR-141716"	"Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Ki"	"'='"	"6.18"	"nM"	"8.21"	""	""	"UO_0000065"	"17.70"	"0.37"	"2.27"	"16.37"	"1"	"CHEMBL1275184"	"Displacement of [3H]CP55940 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268814"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL3957524"	""	"None"	"491.44"	"1"	"7.26"	"BDBM208324"	"O=c1cc(CCc2cccc(Cl)c2)c2cc(C(c3ccc(Cl)cc3)c3nccs3)ccc2[nH]1"	"EC50"	"'='"	"332.1"	"nM"	"6.48"	""	"368336"	"UO_0000065"	"13.18"	"0.27"	"-0.78"	"14.16"	"0"	"CHEMBL3888025"	"Binding Assay: Experimental Procedure CB-1 Membrane Binding: Into Greiner V bottom polypropylene plates, hCB1-CHO-K1 membranes (2 ug/well final concentration) in assay buffer (50 mM Tris-HCl pH 7.4, 5 mM MgCl2 and 0.5 mg/ml (0.05%) Ultra fatty acid free BSA) were dispensed. Membranes were purchased from Perkin Elmer. Test compounds were then added to each well and then [3H] CP 55, 940 (0.4 nM final well concentration) in assay buffer (50 mM Tris-HCl pH 7.4, 5 mM MgCl2 and 0.5 mg/ml (0.05%) Ultra fatty acid free BSA) was added. Samples were mixed and incubated for 90 min at 30° C. in the Greiner V Bottom Polypropylene plate. After incubation, assay reagents were transferred to a blocked 384 well polypropylene filter plates. The binding reaction was stopped by filtration and washed seven times with ice cold rinse buffer. Filter plates were then dried overnight at room temperature. The next day, plate bottoms were sealed with plate tape and 15 ul MicroScint 20 was added to each well. Plates were incubated for 2 h and radioactivity was measured by Topcount."	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886543"	"37"	"BindingDB Database"	""	"2016"	"None"	""
"CHEMBL4204923"	""	"None"	"455.67"	"1"	"7.24"	"15"	"Cc1ccc(-c2cc(SNCC34CC5CC(CC(C5)C3)C4)nnc2-c2ccc(C)cc2)cc1"	"Inhibition"	"'>'"	"70.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4186783"	"Displacement of [3H]CP,55-940 from recombinant human CB1 receptor expressed in HEK293 EBNA cell membranes at 40 uM after 90 mins by microbeta scintillation counting method relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4184183"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""
"CHEMBL2324493"	""	"None"	"341.58"	"1"	"5.60"	"6"	"CCCCCCCCCCCCCCCC(=O)N[C@H](CO)C(C)C"	"Inhibition"	"'='"	"21.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2329174"	"Displacement of [3H]SR141716A from human CB1 receptor expressed in rat Chem-1 cell membrane at 10 uM relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Chem-1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2321853"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""
"CHEMBL4214129"	""	"None"	"375.54"	"1"	"5.97"	"8"	"Cc1ccc(-c2cc(SNC3CCCC3)nnc2-c2ccc(C)cc2)cc1"	"Ki"	"'='"	"724.2"	"nM"	"6.14"	""	""	"UO_0000065"	"16.35"	"0.31"	"0.17"	"16.24"	"0"	"CHEMBL4186781"	"Displacement of [3H]CP,55-940 from recombinant human CB1 receptor expressed in HEK293 EBNA cell membranes after 90 mins by microbeta scintillation counting method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4184183"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""
"CHEMBL1270463"	""	"None"	"607.07"	"2"	"7.99"	"7d"	"Cc1c(C(=O)NCCCCCCCNCCCCCCCN)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Ki"	"'='"	"19.5"	"nM"	"7.71"	""	""	"UO_0000065"	"12.70"	"0.26"	"-0.28"	"9.07"	"0"	"CHEMBL1275185"	"Displacement of [3H]SR141716 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268814"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL138543"	"HEXADECYLPROPIONATE"	"None"	"298.51"	"1"	"6.42"	"14"	"CCCCCCCCCCCCCCCCOC(=O)CC"	"Inhibition"	"'='"	"12.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL657501"	"Binding affinity against human Cannabinoid receptor 1 using CHO-hCB1 transfected cell membrane and [3H]CP-55940 as radioligand at 10 uM"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145119"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""
"CHEMBL2170542"	""	"None"	"304.43"	"0"	"3.41"	"33"	"CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)cc1C"	"Activity"	"'>'"	"60.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2175895"	"Displacement of [3H]-CP55940 from human recombinant CB1 receptor expressed in CHO cells membrane at 1 uM by scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2169827"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"CHEMBL3308072"	""
"CHEMBL1092169"	""	"None"	"499.35"	"1"	"5.35"	"7g"	"CC(C)(O)C(=O)c1oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c1NC(=O)CO"	"IC50"	"'='"	"4.3"	"nM"	"8.37"	""	""	"UO_0000065"	"16.75"	"0.34"	"3.02"	"7.43"	"0"	"CHEMBL1115255"	"Inhibition of human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156265"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL2170525"	""	"None"	"432.61"	"1"	"5.71"	"52"	"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c(-c2ccccc2)c1C"	"Activity"	"'>'"	"60.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2175895"	"Displacement of [3H]-CP55940 from human recombinant CB1 receptor expressed in CHO cells membrane at 1 uM by scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2169827"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"CHEMBL3308072"	""
"CHEMBL2180224"	""	"None"	"644.56"	"2"	"6.15"	"13f"	"CCOC(=O)CNC(=O)NC1(c2ccccc2)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	"Ke"	"'='"	"171.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2185471"	"Antagonist activity at human CB1 receptor transfected in CHO-K1 cells co-expressing Galphaq16 assessed as intracellular calcium mobilization using Calcein-4 AM by fluorescence assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2176912"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"CHEMBL3307512"	""
"CHEMBL4162105"	""	"None"	"391.35"	"0"	"2.97"	"38"	"CC(=O)N1CCN(c2ncnc3oc(-c4ccccc4C(F)(F)F)nc23)CC1"	"Ki"	"'>'"	"1000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4147287"	"Displacement of [3H]-CP-55940 from human CB1 expressed in CHO cells after 90 mins by TopCount scintillation counting method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145495"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2018"	"None"	""
"CHEMBL2180221"	""	"None"	"600.55"	"2"	"6.99"	"13c"	"CC(C)NC(=O)NC1(c2ccccc2)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	"Ki"	"'='"	"337.0"	"nM"	"6.47"	""	""	"UO_0000065"	"10.78"	"0.21"	"-0.52"	"7.36"	"0"	"CHEMBL2185470"	"Displacement of [3H]CP55940 from human CB1 receptor expressed in CHO-K1 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2176912"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"CHEMBL3307512"	""
"CHEMBL1288694"	""	"None"	"268.31"	"0"	"3.68"	"IV"	"O=C(O)CCCC(=O)/C=C/c1ccc2ccccc2c1"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1292715"	"Displacement of [3H]-CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287804"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL1288205"	""	"None"	"451.66"	"1"	"5.57"	"8k"	"COc1cccc2c(C(=O)N3C[C@H]4CCCN4C[C@H]3CC(C)C)cn(CC3CCCCC3)c12"	"EC50"	"'='"	"316.23"	"nM"	"6.50"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1292544"	"Agonist activity at human CB1 receptor transfected in CHO cells after 5 hrs by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287799"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"CHEMBL3308072"	""
"CHEMBL1086012"	""	"None"	"412.32"	"1"	"6.71"	"rac-5e"	"CC(C)C1CC(=O)c2cc(-c3ccc(Cl)cc3)c(-c3ccccc3Cl)nc2O1"	"IC50"	"'='"	"3.2"	"nM"	"8.49"	""	""	"UO_0000065"	"20.60"	"0.41"	"1.78"	"21.68"	"0"	"CHEMBL1120212"	"Binding affinity to human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1158602"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL246319"	""	"None"	"386.46"	"0"	"3.00"	"34"	"Cc1ccc(-c2ncc(C(=O)N3CCNC(=O)C3)nc2-c2ccc(C)cc2)cc1"	"Inhibition"	"'='"	"29.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL888138"	"Binding affinity to human CB1 receptor at 13 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139999"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""
"CHEMBL1084557"	""	"None"	"438.35"	"1"	"7.39"	"5i"	"O=C1CC2(CCCCC2)Oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc21"	"IC50"	"'='"	"8.2"	"nM"	"8.09"	""	""	"UO_0000065"	"18.45"	"0.37"	"0.70"	"20.63"	"0"	"CHEMBL1120212"	"Binding affinity to human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1158602"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL203044"	""	"None"	"388.42"	"0"	"4.42"	"26"	"COc1ccc(N2C(=O)C(c3ccccc3)N(c3ccc(OC)cc3)C2=O)cc1"	"Activity"	"'='"	"57.8"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL862096"	"Displacement of [3H]SR141716A from human CB1 receptor expressed in CHO cells at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148623"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"CHEMBL3308072"	""
"CHEMBL1083000"	""	"None"	"448.78"	"1"	"7.14"	"rac-7b"	"CC1(C)CC(C)(O)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1"	"IC50"	"'='"	"80.0"	"nM"	"7.10"	""	""	"UO_0000065"	"15.81"	"0.33"	"-0.04"	"16.76"	"0"	"CHEMBL1120212"	"Binding affinity to human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1158602"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL4113646"	""	"None"	"332.44"	"0"	"2.88"	"BDBM210582"	"CC(C)[C@@](C)(CO)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	"372061"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888088"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886568"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
"CHEMBL278236"	""	"None"	"519.26"	"2"	"7.43"	"40"	"Cc1c(C(=O)NCCc2ccc(Cl)cc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1"	"Ki"	"'='"	"33.0"	"nM"	"7.48"	""	""	"UO_0000065"	"14.41"	"0.31"	"0.05"	"15.95"	"0"	"CHEMBL873196"	"Evaluated for binding affinity towards human Cannabinoid receptor 1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147585"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""
"CHEMBL456536"	""	"None"	"389.84"	"0"	"4.02"	"54"	"O=C(N/N=C1\C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21)c1ccccc1"	"Emax"	"'='"	"72.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1005574"	"Agonist activity at human CB1 receptor expressed in CHO cells by [35S]GTPgammaS assay relative to CP-55940"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156573"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3308072"	""
"CHEMBL1288210"	""	"None"	"353.42"	"0"	"3.27"	"XX"	"CCOC(=O)CNC(=O)CCCC(=O)/C=C/c1ccc2ccccc2c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1292715"	"Displacement of [3H]-CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287804"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL1088222"	""	"None"	"527.86"	"2"	"5.03"	"11"	"CS(=O)(=O)c1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1"	"Kd"	"'='"	"3.162"	"nM"	"8.50"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1103905"	"Antagonist activity at human CB1 receptor expressed in CHO cells assessed as inhibition of CP-55940-induced [3H]arachidonic acid release"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157923"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"CHEMBL3308072"	""
"CHEMBL1288239"	""	"None"	"325.41"	"0"	"2.74"	"XXIII"	"O=C(CCC(=O)NCCO)CCc1ccc(-c2ccccc2)cc1"	"Activity"	"'>'"	"10.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1292714"	"Displacement of [3H]-CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287804"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL1288119"	""	"None"	"321.42"	"0"	"4.21"	"X"	"O=C(/C=C/c1ccc2ccccc2c1)CCC(=O)N1CCCCC1"	"Activity"	"'<'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1292714"	"Displacement of [3H]-CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287804"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL1288179"	""	"None"	"341.41"	"0"	"2.02"	"XV"	"O=C(/C=C/c1ccc2ccccc2c1)CCC(=O)N(CCO)CCO"	"Activity"	"'>'"	"10.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1292714"	"Displacement of [3H]-CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1287804"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"CHEMBL3307715"	""
"CHEMBL75435"	"DEXKETOPROFEN"	"4.0"	"254.29"	"0"	"3.11"	"DEXKETOPROFEN"	"C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL230356"	""	"None"	"488.85"	"1"	"6.81"	"6"	"Cc1c2c(n(-c3ccc(Cl)cc3Cl)c1-c1ccc(Cl)cc1)CCN(N1CCCCC1)C2=O"	"Kb"	"'='"	"12.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL905969"	"Antagonist activity at CB1 receptor"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143786"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""
"CHEMBL3925111"	""	"None"	"475.42"	"0"	"3.19"	"BDBM240413"	"Cc1nc(C(C)(CN2CC(F)(F)C2)NC(=O)c2cc(OCC(F)(F)F)c(C3CC3)cn2)no1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	"419582"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888846"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30° C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886858"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
